ID	名称	图标	是否DeBuff	表现类型1	特效ID1	绑定点1	表现类型2	特效ID2	绑定点2	表现类型3	特效ID3	绑定点3	buff等级	buff描述	变身typeid
1130414	冻结	1111304	1	18	0	2D5AF9	16	0	0	1	111042	static	4	冻结，无法移动和使用技能，受到伤害则中断	0
1130415	冻结	1111304	1	18	0	2D5AF9	16	0	0	1	111042	static	5	冻结，无法移动和使用技能，受到伤害则中断	0
1130611	阴魂	1111306	0	0	0	0	0	0	0	0	0	0	1	移动速度增加10%，物理防御增加10%	0
1130612	阴魂	1111306	0	0	0	0	0	0	0	0	0	0	2	移动速度增加13%，物理防御增加11%	0
1130613	阴魂	1111306	0	0	0	0	0	0	0	0	0	0	3	移动速度增加16%，物理防御增加12%	0
1130614	阴魂	1111306	0	0	0	0	0	0	0	0	0	0	4	移动速度增加19%，物理防御增加13%	0
1130615	阴魂	1111306	0	0	0	0	0	0	0	0	0	0	5	移动速度增加22%，物理防御增加14%	0
1130811	寒冰刺骨	1111308	0	1	113081	thorax	0	0	0	0	0	0	1	烈焰赤阳的变为瞬间释放	0
1130812	寒冰刺骨	1111308	0	1	113081	thorax	0	0	0	0	0	0	2	烈焰赤阳的变为瞬间释放	0
1130813	寒冰刺骨	1111308	0	1	113081	thorax	0	0	0	0	0	0	3	烈焰赤阳的变为瞬间释放	0
1130814	寒冰刺骨	1111308	0	1	113081	thorax	0	0	0	0	0	0	4	烈焰赤阳的变为瞬间释放	0
1130815	寒冰刺骨	1111308	0	1	113081	thorax	0	0	0	0	0	0	5	烈焰赤阳的变为瞬间释放	0
1140111	调息	1111401	0	0	0	0	0	0	0	0	0	0	1	调息，每一层法术攻击增加2%	
1140112	调息	1111401	0	0	0	0	0	0	0	0	0	0	2	调息，每一层法术攻击增加2%	
1140113	调息	1111401	0	0	0	0	0	0	0	0	0	0	3	调息，每一层法术攻击增加2%	
1140114	调息	1111401	0	0	0	0	0	0	0	0	0	0	4	调息，每一层法术攻击增加2%	
1140115	调息	1111401	0	0	0	0	0	0	0	0	0	0	5	调息，每一层法术攻击增加2%	
1140211	灼烧	1111402	1	18	0	E60000	1	500042	thorax	0	0	0	1	受到持续伤害	0
1140212	灼烧	1111402	1	18	0	E60000	1	500042	thorax	0	0	0	2	受到持续伤害	0
1140213	灼烧	1111402	1	18	0	E60000	1	500042	thorax	0	0	0	3	受到持续伤害	0
1140214	灼烧	1111402	1	18	0	E60000	1	500042	thorax	0	0	0	4	受到持续伤害	0
1140215	灼烧	1111402	1	18	0	E60000	1	500042	thorax	0	0	0	5	受到持续伤害	0
1140411	浩劫	1111404	1	18	0	E60000	1	500042	thorax	0	0	0	1	浩劫，移动速度降低20%，韧性降低10%	0
1140412	浩劫	1111404	1	18	0	E60000	1	500042	thorax	0	0	0	2	浩劫，移动速度降低20%，韧性降低10%	0
1140413	浩劫	1111404	1	18	0	E60000	1	500042	thorax	0	0	0	3	浩劫，移动速度降低20%，韧性降低10%	0
1140414	浩劫	1111404	1	18	0	E60000	1	500042	thorax	0	0	0	4	浩劫，移动速度降低20%，韧性降低10%	0
1140415	浩劫	1111404	1	18	0	E60000	1	500042	thorax	0	0	0	5	浩劫，移动速度降低20%，韧性降低10%	0
1210401	镜花	1112104	0	1	121043	root	0	0	0	0	0	0	1	镜花，物理和法术防御增加5%	0
1210402	镜花	1112104	0	1	121043	root	0	0	0	0	0	0	2	镜花，物理和法术防御增加10%	0
1210403	镜花	1112104	0	1	121043	root	0	0	0	0	0	0	3	镜花，物理和法术防御增加15%	0
1210404	镜花	1112104	0	1	121043	root	0	0	0	0	0	0	4	镜花，物理和法术防御增加20%	0
1210405	镜花	1112104	0	1	121043	root	0	0	0	0	0	0	5	镜花，物理和法术防御增加25%	0
1210601	万华	1112106	0	1	121063	root	0	0	0	0	0	0	1	万华，减少受到的所有伤害，并有几率反射法术技能	0
1210602	万华	1112106	0	1	121063	root	0	0	0	0	0	0	2	万华，减少受到的所有伤害，并有几率反射法术技能	0
1210603	万华	1112106	0	1	121063	root	0	0	0	0	0	0	3	万华，减少受到的所有伤害，并有几率反射法术技能	0
1210604	万华	1112106	0	1	121063	root	0	0	0	0	0	0	4	万华，减少受到的所有伤害，并有几率反射法术技能	0
1210605	万华	1112106	0	1	121063	root	0	0	0	0	0	0	5	万华，减少受到的所有伤害，并有几率反射法术技能	0
1220401	凋零	1112204	1	1	122042	thorax	0	0	0	0	0	0	1	凋零，命中降低10%，移动速度降低20%	0
1220402	凋零	1112204	1	1	122042	thorax	0	0	0	0	0	0	2	凋零，命中降低20%，移动速度降低20%	0
1220403	凋零	1112204	1	1	122042	thorax	0	0	0	0	0	0	3	凋零，命中降低30%，移动速度降低20%	0
1220404	凋零	1112204	1	1	122042	thorax	0	0	0	0	0	0	4	凋零，命中降低40%，移动速度降低20%	0
1220405	凋零	1112204	1	1	122042	thorax	0	0	0	0	0	0	5	凋零，命中降低50%，移动速度降低20%	0
1220501	幽韵	1112205	1	1	122052	root	0	0	0	0	0	0	1	幽韵幻境，期间受到任何伤害增加25%	0
1220502	幽韵	1112205	1	1	122052	root	0	0	0	0	0	0	2	幽韵幻境，期间受到任何伤害增加25%	0
1220503	幽韵	1112205	1	1	122052	root	0	0	0	0	0	0	3	幽韵幻境，期间受到任何伤害增加25%	0
1220504	幽韵	1112205	1	1	122052	root	0	0	0	0	0	0	4	幽韵幻境，期间受到任何伤害增加25%	0
1220505	幽韵	1112205	1	1	122052	root	0	0	0	0	0	0	5	幽韵幻境，期间受到任何伤害增加25%	0
1230311	水月	1112303	0	0	0	0	0	0	0	0	0	0	1	持续恢复生命	0
1230312	水月	1112303	0	0	0	0	0	0	0	0	0	0	2	持续恢复生命	0
1230313	水月	1112303	0	0	0	0	0	0	0	0	0	0	3	持续恢复生命	0
1230314	水月	1112303	0	0	0	0	0	0	0	0	0	0	4	持续恢复生命	0
1230315	水月	1112303	0	0	0	0	0	0	0	0	0	0	5	持续恢复生命	0
1230711	雨散	1112307	1	0	0	0	0	0	0	0	0	0	1	物理攻击降低8%	0
1230712	雨散	1112307	1	0	0	0	0	0	0	0	0	0	2	物理攻击降低16%	0
1230713	雨散	1112307	1	0	0	0	0	0	0	0	0	0	3	物理攻击降低24%	0
1230714	雨散	1112307	1	0	0	0	0	0	0	0	0	0	4	物理攻击降低32%	0
1230715	雨散	1112307	1	0	0	0	0	0	0	0	0	0	5	物理攻击降低40%	0
1230811	神谕之光	1112308	0	0	0	0	0	0	0	0	0	0	1	持续恢复生命	0
1230812	神谕之光	1112308	0	0	0	0	0	0	0	0	0	0	2	持续恢复生命	0
1230813	神谕之光	1112308	0	0	0	0	0	0	0	0	0	0	3	持续恢复生命	0
1230814	神谕之光	1112308	0	0	0	0	0	0	0	0	0	0	4	持续恢复生命	0
1230815	神谕之光	1112308	0	0	0	0	0	0	0	0	0	0	5	持续恢复生命	0
1240311	魔音	1112403	1	0	0	0	0	0	0	0	0	0	1	闪避降低10%，韧性降低4%	0
1240312	魔音	1112403	1	0	0	0	0	0	0	0	0	0	2	闪避降低20%，韧性降低8%	0
1240313	魔音	1112403	1	0	0	0	0	0	0	0	0	0	3	闪避降低30%，韧性降低12%	0
1240314	魔音	1112403	1	0	0	0	0	0	0	0	0	0	4	闪避降低40%，韧性降低16%	0
1240315	魔音	1112403	1	0	0	0	0	0	0	0	0	0	5	闪避降低50%，韧性降低20%	0
2130811	眩晕	1121308	1	1	500041	head	0	0	0	0	0	0	1	眩晕，无法移动和使用技能	0
2130812	眩晕	1121308	1	1	500041	head	0	0	0	0	0	0	2	眩晕，无法移动和使用技能	0
2130813	眩晕	1121308	1	1	500041	head	0	0	0	0	0	0	3	眩晕，无法移动和使用技能	0
2130814	眩晕	1121308	1	1	500041	head	0	0	0	0	0	0	4	眩晕，无法移动和使用技能	0
2130815	眩晕	1121308	1	1	500041	head	0	0	0	0	0	0	5	眩晕，无法移动和使用技能	0
2140211	断	1121402	1	1	500044	head	0	0	0	0	0	0	1	丧失攻击能力，无法普通攻击和使用技能	0
2140212	断	1121402	1	1	500044	head	0	0	0	0	0	0	2	丧失攻击能力，无法普通攻击和使用技能	0
2140213	断	1121402	1	1	500044	head	0	0	0	0	0	0	3	丧失攻击能力，无法普通攻击和使用技能	0
2140214	断	1121402	1	1	500044	head	0	0	0	0	0	0	4	丧失攻击能力，无法普通攻击和使用技能	0
2140215	断	1121402	1	1	500044	head	0	0	0	0	0	0	5	丧失攻击能力，无法普通攻击和使用技能	0
2140411	魂	1121404	0	0	0	0	0	0	0	0	0	0	1	魂，物理攻击增加3%	0
2140412	魂	1121404	0	0	0	0	0	0	0	0	0	0	2	魂，物理攻击增加3%	0
2140413	魂	1121404	0	0	0	0	0	0	0	0	0	0	3	魂，物理攻击增加3%	0
2140414	魂	1121404	0	0	0	0	0	0	0	0	0	0	4	魂，物理攻击增加3%	0
2140415	魂	1121404	0	0	0	0	0	0	0	0	0	0	5	魂，物理攻击增加3%	0
2140611	杀	1121406	1	0	0	0	0	0	0	0	0	0	1	杀，物理防御降低1%	0
2140612	杀	1121406	1	0	0	0	0	0	0	0	0	0	2	杀，物理防御降低2%	0
2140613	杀	1121406	1	0	0	0	0	0	0	0	0	0	3	杀，物理防御降低3%	0
2140614	杀	1121406	1	0	0	0	0	0	0	0	0	0	4	杀，物理防御降低4%	0
2140615	杀	1121406	1	0	0	0	0	0	0	0	0	0	5	杀，物理防御降低5%	0
2140711	舞	1121407	0	0	0	0	0	0	0	0	0	0	1	舞，命中增加1%，移动速度增加2%	0
2140712	舞	1121407	0	0	0	0	0	0	0	0	0	0	2	舞，命中增加2%，移动速度增加4%	0
2140713	舞	1121407	0	0	0	0	0	0	0	0	0	0	3	舞，命中增加3%，移动速度增加6%	0
2140714	舞	1121407	0	0	0	0	0	0	0	0	0	0	4	舞，命中增加4%，移动速度增加8%	0
2140715	舞	1121407	0	0	0	0	0	0	0	0	0	0	5	舞，命中增加5%，移动速度增加10%	0
2230311	锁龙	1122303	1	0	0	0	0	0	0	0	0	0	1	减速，移动速度降低20%	0
2230312	锁龙	1122303	1	0	0	0	0	0	0	0	0	0	2	减速，移动速度降低30%	0
2230313	锁龙	1122303	1	0	0	0	0	0	0	0	0	0	3	减速，移动速度降低40%	0
2230314	锁龙	1122303	1	0	0	0	0	0	0	0	0	0	4	减速，移动速度降低50%	0
2230315	锁龙	1122303	1	0	0	0	0	0	0	0	0	0	5	减速，移动速度降低60%	0
2230411	破天	1122304	1	0	0	0	0	0	0	0	0	0	1	闪避降低3%	0
2230412	破天	1122304	1	0	0	0	0	0	0	0	0	0	2	闪避降低6%	0
2230413	破天	1122304	1	0	0	0	0	0	0	0	0	0	3	闪避降低9%	0
2230414	破天	1122304	1	0	0	0	0	0	0	0	0	0	4	闪避降低12%	0
2230415	破天	1122304	1	0	0	0	0	0	0	0	0	0	5	闪避降低15%	0
2230611	撕裂	1122306	1	0	0	0	0	0	0	0	0	0	1	受到持续伤害	0
2230612	撕裂	1122306	1	0	0	0	0	0	0	0	0	0	2	受到持续伤害	0
2230613	撕裂	1122306	1	0	0	0	0	0	0	0	0	0	3	受到持续伤害	0
2230614	撕裂	1122306	1	0	0	0	0	0	0	0	0	0	4	受到持续伤害	0
2230615	撕裂	1122306	1	0	0	0	0	0	0	0	0	0	5	受到持续伤害	0
2230711	强袭	1122307	1	0	0	0	0	0	0	0	0	0	1	受到所有伤害增加10%	0
2230712	强袭	1122307	1	0	0	0	0	0	0	0	0	0	2	受到所有伤害增加10%	0
2230713	强袭	1122307	1	0	0	0	0	0	0	0	0	0	3	受到所有伤害增加10%	0
2230714	强袭	1122307	1	0	0	0	0	0	0	0	0	0	4	受到所有伤害增加10%	0
2230715	强袭	1122307	1	0	0	0	0	0	0	0	0	0	5	受到所有伤害增加10%	0
2230811	血怒	1122308	0	0	0	0	0	0	0	0	0	0	1	血怒，移动速度增加18%	0
2230812	血怒	1122308	0	0	0	0	0	0	0	0	0	0	2	血怒，移动速度增加22%	0
2230813	血怒	1122308	0	0	0	0	0	0	0	0	0	0	3	血怒，移动速度增加26%	0
2230814	血怒	1122308	0	0	0	0	0	0	0	0	0	0	4	血怒，移动速度增加30%	0
2230815	血怒	1122308	0	0	0	0	0	0	0	0	0	0	5	血怒，移动速度增加34%	0
2240311	狂澜怒吼	1122403	1	1	500044	head	0	0	0	0	0	0	1	沉默，无法使用技能	0
2240312	狂澜怒吼	1122403	1	1	500044	head	0	0	0	0	0	0	2	沉默，无法使用技能	0
2240313	狂澜怒吼	1122403	1	1	500044	head	0	0	0	0	0	0	3	沉默，无法使用技能	0
2240314	狂澜怒吼	1122403	1	1	500044	head	0	0	0	0	0	0	4	沉默，无法使用技能	0
2240315	狂澜怒吼	1122403	1	1	500044	head	0	0	0	0	0	0	5	沉默，无法使用技能	0
6000011	攻击降低	1122306	1	1	500044	head	0	0	0	0	0	0	1	攻击降低	0
6000031	沉默	1122403	1	1	500044	head	0	0	0	0	0	0	1	沉默，无法使用技能	0
6000041	减速	1111402	1	0	0	0	0	0	0	0	0	0	1	减速，移动速度减少30%	0
6000071	加速	1122403	0	0	0	0	0	0	0	0	0	0	1	移动速度增加	0
6000081	免伤	1122203	0	0	0	0	0	0	0	0	0	0	1	减少20%受到的伤害	0
7000051	凶残	1101006	0	0	0	0	0	0	0	0	0	0	1	物理攻击增加	0
7000061	铁壁	1104002	0	0	0	0	0	0	0	0	0	0	1	物理防御增加	0
7000071	孱弱	1103004	1	0	0	0	0	0	0	0	0	0	1	物理攻击降低	0
7000081	撕碎	1103005	1	0	0	0	0	0	0	0	0	0	1	物理防御降低	0
7000161	拍击	1101004	1	1	500041	head	0	0	0	0	0	0	1	眩晕，无法移动和使用技能	0
7000131	虚弱	1103004	1	0	0	0	0	0	0	0	0	0	1	物理攻击降低	0
7000141	破甲	1103005	1	0	0	0	0	0	0	0	0	0	1	物理防御降低	0
7000181	践踏	1101004	1	1	500041	head	0	0	0	0	0	0	1	眩晕，无法移动和使用技能	0
7100141	扰乱	1102005	1	0	0	0	0	0	0	0	0	0	1	暴击降低	0
7100151	刺眼	1102008	1	0	0	0	0	0	0	0	0	0	1	命中降低	0
7100161	迟缓	1103002	1	0	0	0	0	0	0	0	0	0	1	减速，移动速度降低	0
7100171	腐蚀	1102003	1	0	0	0	0	0	0	0	0	0	1	受到持续伤害	0
7100181	泥沼	1103002	1	0	0	0	0	0	0	0	0	0	1	减速，移动速度降低	0
7100191	瘟疫	1102003	1	0	0	0	0	0	0	0	0	0	1	受到持续伤害	0
7200111	迟钝	1104004	1	0	0	0	0	0	0	0	0	0	1	闪避降低	0
7200121	低吼	1102001	1	0	0	0	0	0	0	0	0	0	1	韧性降低	0
7200131	巫毒	1103001	1	0	0	0	0	0	0	0	0	0	1	最大生命值降低	0
7200141	束缚	1101004	1	0	0	0	0	0	0	0	0	0	1	定身，无法移动	0
7200161	缠绕	1101004	1	0	0	0	0	0	0	0	0	0	1	定身，无法移动	0
7300101	审判	1103004	1	0	0	0	0	0	0	0	0	0	1	法术攻击降低	0
7300111	穿刺	1103005	1	0	0	0	0	0	0	0	0	0	1	法术防御降低	0
7300121	刺耳	1101004	1	1	500044	head	0	0	0	0	0	0	1	沉默，无法使用技能	0
7300141	尖叫	1101004	1	1	500044	head	0	0	0	0	0	0	1	沉默，无法使用技能	0
8000111	宋帝王	4512206	1	0	0	0	0	0	0	0	0	0	1	物理防御增加30%，移动速度增加30%	0
8000131	卞城王	4516004	1	1	500044	head	0	0	0	0	0	0	1	沉默，无法使用技能	0
9000381	昏睡	1112105	1	1	500045	head	0	0	0	0	0	0	1	昏睡，无法移动和释放技能，受到伤害则唤醒	0
9000391	物攻光环	1121405	0	0	0	0	0	0	0	0	0	0	1	使附近队友的物理攻击增加30%	0
9000401	法攻光环	1111305	0	0	0	0	0	0	0	0	0	0	1	使附近队友的法术攻击增加30%	0
9000411	防御光环	1122203	0	0	0	0	0	0	0	0	0	0	1	使附近队友的物理防御和法术防御增加50%	0
9000421	闪避光环	1121407	0	0	0	0	0	0	0	0	0	0	1	使附近队友的闪避增加100%	0
9000431	韧性光环	1121308	0	0	0	0	0	0	0	0	0	0	1	使附近队友的韧性增加100%	0
9000441	减速光环	1121402	1	1	500043	thorax	0	0	0	0	0	0	1	使附近敌人减速，移动速度降低40%	0
9000451	沉默光环	1122403	1	1	500044	head	0	0	0	0	0	0	1	使附近敌人沉默，无法使用技能	0
9001011	幽冥鬼爪	1112204	1	0	0	0	0	0	0	0	0	0	1	定身，无法移动	0
9001051	急速涌泉	1111102	1	18	0	2D5AF9	0	0	0	0	0	0	1	减速，移动速度降低30%	0
9001061	黒绳风暴	1121106	0	20	34	0	1	9001061	root	15	9001063	root	1	黒绳风暴，对周围目标造成伤害	0
9001071	黒绳之牢	1121106	1	1	500041	head	0	0	0	0	0	0	1	黒绳之牢，无法移动和使用技能	0
9001081	黒绳风暴	1121106	0	20	34	0	1	9001061	root	15	9001063	root	1	黒绳风暴，对周围目标造成伤害	0
9001101	幽怨千魂	1112205	0	1	9001102	root	0	0	0	0	0	0	1	阎罗王的盔甲，受到所有伤害减免90%	0
9001131	地狱之门	1112307	0	1	121052	static	0	0	0	0	0	0	1	在地狱之门中，不会受到任何伤害	0
9001133	地狱冤魂	1112207	0	1	122064	thorax	0	0	0	0	0	0	1	受到地狱冤魂缠身，受到所有伤害增加10%	0
51019	幻蝶之妖	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000123
51020	古树精	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000122
51021	风狸	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000121
51022	野狼	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30200113
51023	冥火妖	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30200127
51024	火吼前锋	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30200214
51025	泽魅	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30300132
51026	飞翼玄蛇	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30300113
51027	妖化巨蚁	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30300112
51028	火魃	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000220
51029	金光犼	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000219
51030	吞云兽	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000218
51031	黑水玄蛇	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000318
51032	狼人	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000319
51033	影蝠之妖	1112307	0	0	0	0	0	0	0	0	0	0	1	变身	30000320
51034	YY熊	1112307	0	0	0	0	0	0	0	0	0	0	1	变身成YY熊	0
51035	独角兽	1112307	0	0	0	0	0	0	0	0	0	0	1	变身成独角兽	0
